id_client;age;sexe;formule;date_demande;usage_vehicule;age_vehicule;type_vehicule;points_perdus;type_conduite;présence d'enfants;intrevalles _revenus;intevalles_devis;conduite _accompagne
127725622;53;F;dev_express;27/03/2022;Private;6;Pickup;2;Highly Urban/ Urban;Oui;0-50k;0€-300€;Non
127725629;7;F;dev_premium;02/04/2022;Private;19;z_SUV;8;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127725636;64;M;dev_premium;30/04/2022;Private;1;Sports Car;0;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127725643;70;M;dev_integral;07/04/2022;Private;1;Minivan;1;z_Highly Rural/ Rural;Oui;0-50k;300€-600€;Oui
127725650;73;M;dev_integral;22/01/2022;Private;16;Sports Car;0;Highly Urban/ Urban;Oui;100k-150k;300€-600€;Non
127725657;69;M;dev_integral;07/05/2022;Commercial;18;Pickup;0;z_Highly Rural/ Rural;Oui;0-50k;300€-600€;Oui
127725664;30;F;dev_premium;07/01/2022;Private;3;z_SUV;4;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127725671;4;F;dev_integral;05/01/2022;Commercial;5;z_SUV;5;Highly Urban/ Urban;Oui;100k-150k;300€-600€;Non
127725678;83;F;dev_integral;13/05/2022;Commercial;1;Minivan;0;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127725685;56;M;dev_express;11/05/2022;Private;10;Minivan;4;Highly Urban/ Urban;Non;100k-150k;0€-300€;Non
127725692;66;F;dev_integral;29/03/2022;Private;9;z_SUV;3;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127725699;26;M;dev_premium;12/02/2022;Private;3;z_SUV;0;z_Highly Rural/ Rural;Oui;0-50k;300€-600€;Non
127725706;69;F;dev_premium;18/03/2022;Private;1;Minivan;0;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127725713;83;F;dev_express;25/01/2022;Private;1;Pickup;5;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127725720;26;F;dev_express;11/05/2022;Private;1;z_SUV;3;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127725727;4;M;dev_express;04/05/2022;Private;7;Minivan;0;Highly Urban/ Urban;Oui;50k-100k;0€-300€;Oui
127725734;32;F;dev_express;22/01/2022;Private;7;Minivan;3;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127725741;43;F;dev_express;06/01/2022;Commercial;10;z_SUV;2;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127725748;68;F;dev_integral;11/04/2022;Private;7;z_SUV;2;z_Highly Rural/ Rural;Oui;0-50k;300€-600€;Non
127725755;68;M;dev_integral;22/03/2022;Private;16;Pickup;0;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127725762;37;F;dev_premium;31/03/2022;Commercial;15;Panel Truck;0;Highly Urban/ Urban;Non;150k-200k;300€-600€;Non
127725769;67;F;dev_integral;09/03/2022;Private;15;z_SUV;0;Highly Urban/ Urban;Non;150k-200k;0€-300€;Non
127725776;73;M;dev_integral;07/05/2022;Private;1;z_SUV;5;Highly Urban/ Urban;Oui;0-50k;0€-300€;Non
127725783;70;F;dev_integral;24/02/2022;Private;10;Minivan;3;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127725790;43;F;dev_express;24/05/2022;Private;15;Minivan;0;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127725797;64;M;dev_express;25/02/2022;Commercial;7;z_SUV;0;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127725804;84;F;dev_express;29/03/2022;Commercial;11;Pickup;0;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127725811;79;F;dev_express;10/05/2022;Private;12;Sports Car;6;Highly Urban/ Urban;Oui;50k-100k;0€-300€;Oui
127725818;11;M;dev_integral;14/05/2022;Private;5;z_SUV;3;Highly Urban/ Urban;Oui;0-50k;0€-300€;Non
127725825;86;F;dev_integral;19/01/2022;Private;12;Van;3;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127725832;33;M;dev_premium;27/05/2022;Commercial;7;Pickup;0;Highly Urban/ Urban;Oui;50k-100k;300€-600€;Oui
127725839;8;M;dev_integral;13/01/2022;Commercial;1;Van;0;z_Highly Rural/ Rural;Oui;0-50k;300€-600€;Non
127725846;36;M;dev_integral;08/04/2022;Private;10;Pickup;0;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127725853;30;F;dev_integral;26/04/2022;Private;15;Minivan;2;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127725860;17;M;dev_integral;30/01/2022;Private;20;z_SUV;1;Highly Urban/ Urban;Non;100k-150k;300€-600€;Non
127725867;36;F;dev_express;18/05/2022;Commercial;12;z_SUV;5;z_Highly Rural/ Rural;Non;50k-100k;0€-300€;Non
127725874;55;M;dev_premium;27/01/2022;Commercial;6;Minivan;3;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127725881;58;F;dev_express;13/02/2022;Private;18;Van;0;Highly Urban/ Urban;Non;100k-150k;0€-300€;Non
127725888;8;M;dev_integral;26/04/2022;Private;8;Minivan;0;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127725895;61;M;dev_premium;26/05/2022;Commercial;8;Van;2;z_Highly Rural/ Rural;Oui;50k-100k;300€-600€;Non
127725902;58;M;dev_integral;06/02/2022;Private;16;Minivan;0;Highly Urban/ Urban;Oui;0-50k;300€-600€;Non
127725909;22;F;dev_express;05/02/2022;Private;5;Minivan;0;Highly Urban/ Urban;Oui;0-50k;0€-300€;Oui
127725916;86;F;dev_premium;26/03/2022;Private;1;Minivan;0;z_Highly Rural/ Rural;Non;0-50k;300€-600€;Non
127725923;70;F;dev_express;14/02/2022;Commercial;10;Panel Truck;4;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127725930;9;F;dev_integral;17/04/2022;Commercial;8;Panel Truck;5;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127725937;80;F;dev_express;12/02/2022;Commercial;9;Van;1;Highly Urban/ Urban;Oui;50k-100k;0€-300€;Non
127725944;9;M;dev_integral;20/03/2022;Commercial;17;Pickup;0;Highly Urban/ Urban;Non;150k-200k;0€-300€;Non
127725951;14;M;dev_express;24/03/2022;Commercial;10;Van;7;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127725958;77;M;dev_integral;28/05/2022;Private;10;z_SUV;4;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127725965;57;M;dev_integral;27/04/2022;Private;7;z_SUV;1;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127725972;51;M;dev_premium;28/01/2022;Private;1;z_SUV;1;z_Highly Rural/ Rural;Non;50k-100k;300€-600€;Non
127725979;15;M;dev_express;21/03/2022;Commercial;11;Panel Truck;4;Highly Urban/ Urban;Non;150k-200k;0€-300€;Non
127725986;71;F;dev_integral;07/01/2022;Private;12;z_SUV;0;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127725993;59;F;dev_premium;15/05/2022;Private;13;Minivan;4;Highly Urban/ Urban;Non;100k-150k;300€-600€;Non
127726000;36;F;dev_integral;09/02/2022;Commercial;12;Sports Car;4;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127726007;69;M;dev_express;04/02/2022;Commercial;13;Pickup;3;Highly Urban/ Urban;Non;150k-200k;0€-300€;Non
127726014;43;F;dev_integral;30/04/2022;Commercial;8;Van;3;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127726021;23;M;dev_express;06/01/2022;Private;1;Van;0;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127726028;50;M;dev_express;12/04/2022;Private;1;z_SUV;2;Highly Urban/ Urban;Oui;50k-100k;0€-300€;Non
127726035;85;F;dev_express;25/04/2022;Commercial;10;Panel Truck;5;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127726042;35;M;dev_integral;01/01/2022;Commercial;8;Pickup;4;Highly Urban/ Urban;Oui;50k-100k;300€-600€;Oui
127726049;58;M;dev_express;16/03/2022;Commercial;1;Pickup;5;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127726056;24;M;dev_integral;20/03/2022;Commercial;20;Panel Truck;3;Highly Urban/ Urban;Non;100k-150k;300€-600€;Non
127726063;73;M;dev_integral;20/01/2022;Private;2;z_SUV;3;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127726070;58;M;dev_integral;10/05/2022;Private;12;Minivan;0;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127726077;6;M;dev_premium;10/01/2022;Private;11;Sports Car;5;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127726084;6;F;dev_integral;28/03/2022;Private;12;Sports Car;0;z_Highly Rural/ Rural;Non;50k-100k;300€-600€;Non
127726091;46;F;dev_integral;13/04/2022;Private;11;Minivan;4;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127726098;86;F;dev_integral;21/02/2022;Private;1;z_SUV;0;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127726105;18;F;dev_integral;15/01/2022;Private;1;Pickup;2;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127726112;41;F;dev_integral;25/01/2022;Commercial;10;Pickup;0;z_Highly Rural/ Rural;Non;0-50k;300€-600€;Non
127726119;72;M;dev_integral;18/01/2022;Private;7;Minivan;2;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127726126;76;F;dev_express;15/02/2022;Commercial;17;Panel Truck;0;Highly Urban/ Urban;Non;200k+;0€-300€;Non
127726133;59;M;dev_premium;27/01/2022;Private;14;Pickup;1;Highly Urban/ Urban;Oui;50k-100k;300€-600€;Non
127726140;58;M;dev_express;18/03/2022;Private;9;Pickup;4;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127726147;18;M;dev_integral;22/03/2022;Private;8;Pickup;0;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127726154;3;M;dev_integral;07/03/2022;Private;8;Minivan;3;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127726161;7;M;dev_integral;18/05/2022;Commercial;4;Van;0;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127726168;23;F;dev_express;01/05/2022;Private;1;z_SUV;1;Highly Urban/ Urban;Oui;0-50k;0€-300€;Non
127726175;46;F;dev_integral;26/05/2022;Private;11;z_SUV;0;Highly Urban/ Urban;Oui;50k-100k;300€-600€;Non
127726182;13;F;dev_premium;23/04/2022;Private;11;z_SUV;6;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127726189;90;F;dev_express;27/02/2022;Private;11;Minivan;1;Highly Urban/ Urban;Oui;100k-150k;0€-300€;Oui
127726196;68;F;dev_integral;16/04/2022;Private;10;Pickup;2;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127726203;20;F;dev_express;21/03/2022;Commercial;21;Panel Truck;1;Highly Urban/ Urban;Oui;0-50k;0€-300€;Non
127726210;45;M;dev_integral;10/05/2022;Commercial;1;Sports Car;0;z_Highly Rural/ Rural;Non;0-50k;0€-300€;Non
127726217;3;F;dev_integral;11/04/2022;Private;10;Pickup;0;z_Highly Rural/ Rural;Oui;50k-100k;0€-300€;Non
127726224;51;F;dev_express;13/05/2022;Private;1;z_SUV;0;z_Highly Rural/ Rural;Oui;0-50k;0€-300€;Non
127726231;70;F;dev_integral;26/05/2022;Private;1;Minivan;3;Highly Urban/ Urban;Oui;0-50k;300€-600€;Oui
127726238;81;F;dev_express;03/03/2022;Private;10;Pickup;0;z_Highly Rural/ Rural;Non;0-50k;0€-300€;Non
127726245;70;F;dev_express;26/01/2022;Private;12;Sports Car;0;Highly Urban/ Urban;Non;200k+;0€-300€;Non
127726252;10;M;dev_express;22/01/2022;Commercial;20;Pickup;4;Highly Urban/ Urban;Non;100k-150k;0€-300€;Non
127726259;73;F;dev_express;25/05/2022;Private;3;z_SUV;0;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127726266;19;F;dev_premium;03/02/2022;Private;11;Minivan;0;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127726273;52;F;dev_express;08/01/2022;Commercial;19;Panel Truck;5;Highly Urban/ Urban;Non;100k-150k;0€-300€;Non
127726280;48;F;dev_express;02/05/2022;Commercial;11;Minivan;0;z_Highly Rural/ Rural;Non;0-50k;0€-300€;Non
127726287;36;M;dev_express;18/05/2022;Commercial;7;Sports Car;0;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127726294;39;M;dev_premium;25/05/2022;Private;8;Minivan;0;z_Highly Rural/ Rural;Non;0-50k;300€-600€;Non
127726301;67;M;dev_integral;04/05/2022;Private;1;Sports Car;2;Highly Urban/ Urban;Oui;0-50k;300€-600€;Oui
127726308;62;F;dev_integral;16/04/2022;Private;12;Pickup;2;Highly Urban/ Urban;Oui;100k-150k;300€-600€;Non
127726315;21;M;dev_integral;17/02/2022;Private;1;Minivan;0;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127726322;83;M;dev_premium;25/04/2022;Private;11;Minivan;0;Highly Urban/ Urban;Non;100k-150k;300€-600€;Non
127726329;12;F;dev_integral;24/03/2022;Commercial;7;Panel Truck;0;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127726336;50;F;dev_express;24/01/2022;Private;5;z_SUV;0;z_Highly Rural/ Rural;Oui;0-50k;0€-300€;Non
127726343;85;M;dev_integral;03/03/2022;Private;9;Pickup;0;z_Highly Rural/ Rural;Oui;0-50k;300€-600€;Oui
127726350;62;F;dev_integral;29/01/2022;Private;14;Van;0;Highly Urban/ Urban;Non;100k-150k;300€-600€;Non
127726357;92;F;dev_integral;29/04/2022;Private;4;z_SUV;0;z_Highly Rural/ Rural;Oui;0-50k;300€-600€;Oui
127726364;74;F;dev_integral;11/01/2022;Private;6;Sports Car;0;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127726371;44;F;dev_express;11/05/2022;Commercial;1;Pickup;7;z_Highly Rural/ Rural;Oui;0-50k;0€-300€;Non
127726378;56;F;dev_express;07/05/2022;Private;1;z_SUV;6;Highly Urban/ Urban;Oui;0-50k;0€-300€;Non
127726385;6;M;dev_express;08/02/2022;Commercial;1;Minivan;3;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127726392;73;F;dev_integral;01/02/2022;Private;19;Minivan;2;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127726399;61;F;dev_integral;10/03/2022;Commercial;12;z_SUV;3;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127726406;54;F;dev_integral;08/03/2022;Private;1;Minivan;1;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127726413;61;F;dev_premium;27/05/2022;Private;9;z_SUV;1;z_Highly Rural/ Rural;Non;0-50k;300€-600€;Non
127726420;50;F;dev_vip;07/01/2022;Private;9;Pickup;2;Highly Urban/ Urban;Non;50k-100k;600€-900€;Non
127726427;82;M;dev_express;14/02/2022;Private;1;Minivan;0;Highly Urban/ Urban;Oui;0-50k;0€-300€;Oui
127726434;35;M;dev_express;21/02/2022;Private;4;Sports Car;0;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127726441;53;M;dev_integral;09/04/2022;Commercial;7;Van;0;z_Highly Rural/ Rural;Oui;0-50k;0€-300€;Non
127726448;65;F;dev_integral;25/03/2022;Commercial;9;Minivan;5;Highly Urban/ Urban;Oui;50k-100k;300€-600€;Non
127726455;47;F;dev_express;31/03/2022;Private;20;z_SUV;0;Highly Urban/ Urban;Oui;50k-100k;0€-300€;Non
127726462;17;M;dev_integral;02/02/2022;Private;15;Sports Car;0;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127726469;50;M;dev_integral;08/05/2022;Commercial;7;Pickup;0;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127726476;39;M;dev_integral;04/04/2022;Commercial;9;z_SUV;0;Highly Urban/ Urban;Oui;100k-150k;0€-300€;Non
127726483;31;F;dev_express;11/01/2022;Private;6;Sports Car;3;Highly Urban/ Urban;Oui;0-50k;0€-300€;Oui
127726490;62;M;dev_express;22/03/2022;Commercial;8;Panel Truck;4;Highly Urban/ Urban;Oui;100k-150k;0€-300€;Non
127726497;82;M;dev_integral;30/01/2022;Commercial;1;Sports Car;0;Highly Urban/ Urban;Oui;0-50k;300€-600€;Non
127726504;35;M;dev_integral;09/05/2022;Private;1;z_SUV;7;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127726511;75;M;dev_integral;11/04/2022;Commercial;5;Minivan;3;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127726518;56;M;dev_integral;10/01/2022;Commercial;8;Van;1;Highly Urban/ Urban;Non;100k-150k;300€-600€;Non
127726525;56;M;dev_premium;26/03/2022;Private;8;z_SUV;2;Highly Urban/ Urban;Non;100k-150k;300€-600€;Non
127726532;23;F;dev_express;24/02/2022;Commercial;14;Panel Truck;10;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127726539;21;F;dev_integral;05/03/2022;Commercial;3;Panel Truck;3;Highly Urban/ Urban;Oui;100k-150k;0€-300€;Non
127726546;82;F;dev_express;30/04/2022;Private;10;Minivan;0;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127726553;35;M;dev_integral;26/01/2022;Private;1;Sports Car;0;z_Highly Rural/ Rural;Non;0-50k;300€-600€;Non
127726560;87;F;dev_vip;06/01/2022;Private;10;Minivan;4;Highly Urban/ Urban;Oui;100k-150k;600€-900€;Oui
127726567;30;M;dev_integral;09/01/2022;Private;13;Minivan;0;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127726574;68;M;dev_integral;13/01/2022;Commercial;1;z_SUV;1;Highly Urban/ Urban;Oui;50k-100k;300€-600€;Non
127726581;83;F;dev_integral;10/05/2022;Private;20;Sports Car;8;Highly Urban/ Urban;Non;150k-200k;300€-600€;Non
127726588;80;M;dev_integral;02/03/2022;Commercial;1;Panel Truck;0;z_Highly Rural/ Rural;Oui;50k-100k;300€-600€;Non
127726595;49;F;dev_express;30/01/2022;Private;18;Minivan;2;Highly Urban/ Urban;Oui;50k-100k;0€-300€;Non
127726602;54;F;dev_integral;14/04/2022;Private;25;z_SUV;0;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127726609;30;M;dev_integral;29/05/2022;Commercial;19;Panel Truck;0;Highly Urban/ Urban;Oui;100k-150k;300€-600€;Non
127726616;6;M;dev_express;24/05/2022;Private;17;Pickup;0;Highly Urban/ Urban;Oui;0-50k;0€-300€;Non
127726623;53;F;dev_integral;27/01/2022;Commercial;11;Pickup;2;z_Highly Rural/ Rural;Non;50k-100k;300€-600€;Non
127726630;58;F;dev_express;07/05/2022;Private;13;Van;3;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127726637;73;M;dev_premium;06/03/2022;Commercial;8;z_SUV;0;z_Highly Rural/ Rural;Oui;0-50k;300€-600€;Non
127726644;20;M;dev_express;06/05/2022;Commercial;5;z_SUV;1;Highly Urban/ Urban;Oui;0-50k;0€-300€;Non
127726651;55;F;dev_premium;23/01/2022;Private;1;Minivan;0;z_Highly Rural/ Rural;Oui;50k-100k;300€-600€;Non
127726658;25;M;dev_integral;21/01/2022;Commercial;1;z_SUV;3;Highly Urban/ Urban;Oui;0-50k;0€-300€;Non
127726665;63;M;dev_integral;24/05/2022;Private;1;Minivan;1;Highly Urban/ Urban;Oui;0-50k;300€-600€;Non
127726672;41;F;dev_integral;23/04/2022;Private;8;Minivan;4;z_Highly Rural/ Rural;Oui;0-50k;0€-300€;Non
127726679;63;F;dev_express;19/02/2022;Private;9;z_SUV;0;Highly Urban/ Urban;Non;100k-150k;0€-300€;Non
127726686;69;F;dev_express;10/01/2022;Private;7;Minivan;0;z_Highly Rural/ Rural;Non;0-50k;0€-300€;Non
127726693;10;M;dev_premium;26/02/2022;Private;13;Sports Car;0;Highly Urban/ Urban;Oui;0-50k;300€-600€;Non
127726700;35;F;dev_express;03/01/2022;Private;10;z_SUV;0;Highly Urban/ Urban;Oui;0-50k;0€-300€;Oui
127726707;61;M;dev_integral;27/01/2022;Private;10;Minivan;0;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127726714;86;M;dev_integral;26/05/2022;Commercial;8;Panel Truck;2;z_Highly Rural/ Rural;Non;0-50k;300€-600€;Non
127726721;50;F;dev_integral;07/03/2022;Private;1;Minivan;3;Highly Urban/ Urban;Oui;0-50k;300€-600€;Non
127726728;51;F;dev_express;16/04/2022;Private;1;z_SUV;3;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127726735;45;M;dev_express;23/05/2022;Private;6;z_SUV;3;Highly Urban/ Urban;Oui;0-50k;0€-300€;Non
127726742;69;F;dev_premium;08/01/2022;Private;11;z_SUV;0;Highly Urban/ Urban;Oui;0-50k;300€-600€;Non
127726749;22;M;dev_integral;29/05/2022;Private;21;Minivan;0;Highly Urban/ Urban;Oui;50k-100k;300€-600€;Non
127726756;72;M;dev_integral;10/01/2022;Private;8;Minivan;1;Highly Urban/ Urban;Oui;0-50k;300€-600€;Oui
127726763;57;F;dev_integral;18/04/2022;Private;8;Minivan;0;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127726770;12;M;dev_express;16/01/2022;Private;18;Minivan;1;Highly Urban/ Urban;Oui;150k-200k;0€-300€;Non
127726777;78;M;dev_express;02/01/2022;Commercial;7;Van;2;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127726784;69;M;dev_integral;18/03/2022;Commercial;16;Van;3;Highly Urban/ Urban;Non;100k-150k;300€-600€;Non
127726791;75;M;dev_premium;19/01/2022;Private;14;Sports Car;0;Highly Urban/ Urban;Non;100k-150k;300€-600€;Non
127726798;12;M;dev_integral;06/05/2022;Commercial;11;z_SUV;0;Highly Urban/ Urban;Oui;50k-100k;0€-300€;Non
127726805;67;F;dev_express;27/04/2022;Commercial;4;z_SUV;3;Highly Urban/ Urban;Oui;0-50k;0€-300€;Non
127726812;14;M;dev_express;16/02/2022;Private;19;Minivan;4;Highly Urban/ Urban;Non;100k-150k;0€-300€;Non
127726819;90;F;dev_integral;06/03/2022;Private;14;Pickup;0;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127726826;41;M;dev_express;07/01/2022;Private;5;z_SUV;0;z_Highly Rural/ Rural;Non;0-50k;0€-300€;Non
127726833;73;M;dev_express;23/02/2022;Private;16;Minivan;0;Highly Urban/ Urban;Oui;100k-150k;0€-300€;Non
127726840;43;F;dev_integral;11/04/2022;Private;12;z_SUV;0;Highly Urban/ Urban;Oui;100k-150k;0€-300€;Oui
127726847;39;F;dev_integral;16/03/2022;Private;15;Sports Car;1;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127726854;44;F;dev_express;13/05/2022;Commercial;11;Minivan;2;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127726861;49;M;dev_express;08/01/2022;Commercial;7;Panel Truck;1;Highly Urban/ Urban;Non;100k-150k;0€-300€;Non
127726868;73;F;dev_express;13/03/2022;Private;3;Van;0;Highly Urban/ Urban;Non;100k-150k;0€-300€;Non
127726875;78;M;dev_express;05/01/2022;Commercial;8;Pickup;3;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127726882;39;F;dev_premium;17/02/2022;Commercial;8;Pickup;1;Highly Urban/ Urban;Oui;50k-100k;300€-600€;Oui
127726889;92;M;dev_premium;14/04/2022;Private;16;z_SUV;0;z_Highly Rural/ Rural;Non;0-50k;300€-600€;Non
127726896;79;M;dev_express;10/02/2022;Private;10;z_SUV;2;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127726903;72;M;dev_integral;17/04/2022;Commercial;9;Minivan;0;z_Highly Rural/ Rural;Oui;50k-100k;0€-300€;Oui
127726910;15;F;dev_integral;15/02/2022;Commercial;1;Sports Car;7;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127726917;5;M;dev_integral;07/04/2022;Commercial;5;Panel Truck;0;Highly Urban/ Urban;Non;100k-150k;300€-600€;Non
127726924;89;M;dev_express;11/01/2022;Private;5;z_SUV;8;Highly Urban/ Urban;Oui;0-50k;0€-300€;Non
127726931;65;M;dev_express;29/01/2022;Commercial;16;Panel Truck;0;Highly Urban/ Urban;Non;200k+;0€-300€;Non
127726938;60;M;dev_express;27/01/2022;Commercial;19;Panel Truck;5;Highly Urban/ Urban;Non;200k+;0€-300€;Non
127726945;5;F;dev_integral;09/04/2022;Private;7;Minivan;0;Highly Urban/ Urban;Oui;50k-100k;0€-300€;Non
127726952;22;F;dev_integral;04/02/2022;Commercial;8;z_SUV;0;Highly Urban/ Urban;Oui;50k-100k;0€-300€;Non
127726959;11;M;dev_premium;13/04/2022;Private;9;Minivan;2;Highly Urban/ Urban;Oui;50k-100k;300€-600€;Non
127726966;40;M;dev_premium;01/03/2022;Commercial;14;Van;1;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127726973;63;F;dev_premium;13/02/2022;Private;1;z_SUV;0;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127726980;65;M;dev_integral;27/03/2022;Commercial;1;Van;2;Highly Urban/ Urban;Oui;0-50k;300€-600€;Non
127726987;50;M;dev_express;26/03/2022;Private;14;Sports Car;0;Highly Urban/ Urban;Non;100k-150k;0€-300€;Non
127726994;82;F;dev_premium;05/04/2022;Private;14;Pickup;0;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127727001;10;F;dev_premium;23/01/2022;Private;16;z_SUV;2;z_Highly Rural/ Rural;Non;0-50k;300€-600€;Non
127727008;77;M;dev_integral;14/02/2022;Commercial;16;Pickup;0;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127727015;56;F;dev_express;31/03/2022;Private;16;Pickup;0;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127727022;52;M;dev_integral;11/05/2022;Private;1;Pickup;1;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127727029;39;F;dev_integral;24/03/2022;Private;1;z_SUV;7;Highly Urban/ Urban;Oui;0-50k;300€-600€;Non
127727036;74;M;dev_express;29/03/2022;Private;1;Pickup;6;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127727043;37;F;dev_integral;02/01/2022;Commercial;1;Panel Truck;0;Highly Urban/ Urban;Oui;0-50k;300€-600€;Non
127727050;70;M;dev_integral;29/05/2022;Commercial;1;Pickup;5;Highly Urban/ Urban;Oui;0-50k;300€-600€;Oui
127727057;17;M;dev_integral;18/04/2022;Private;16;Van;11;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127727064;67;M;dev_integral;17/04/2022;Private;1;Minivan;2;z_Highly Rural/ Rural;Non;0-50k;300€-600€;Non
127727071;84;M;dev_integral;08/03/2022;Commercial;7;Minivan;6;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127727078;90;F;dev_express;28/04/2022;Private;12;Sports Car;0;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127727085;47;M;dev_premium;05/04/2022;Commercial;7;z_SUV;1;z_Highly Rural/ Rural;Non;50k-100k;300€-600€;Non
127727092;59;F;dev_integral;09/04/2022;Private;1;Minivan;2;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127727099;64;F;dev_express;06/05/2022;Commercial;18;Panel Truck;6;Highly Urban/ Urban;Non;100k-150k;0€-300€;Non
127727106;72;F;dev_integral;29/04/2022;Private;11;z_SUV;4;z_Highly Rural/ Rural;Oui;0-50k;300€-600€;Oui
127727113;49;F;dev_express;03/01/2022;Commercial;1;z_SUV;3;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127727120;21;M;dev_vip;09/05/2022;Commercial;4;Panel Truck;1;z_Highly Rural/ Rural;Non;50k-100k;900€+;Non
127727127;93;F;dev_integral;22/01/2022;Commercial;17;Pickup;0;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127727134;10;F;dev_express;29/04/2022;Private;15;Minivan;0;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
